time,theta1,omega1,theta2,omega2,x1,y1,x2,y2
6.63,0.060214492258682695,-1.4383094562721994,0.9452380360602926,-5.970259622103499,0.06017811138685197,0.9981876551580428,0.8708144501387602,1.5837375900866544
6.640000000000001,0.04686731561100298,-1.2290331610805807,0.8844034986676462,-6.197862980178195,0.046850159798529994,0.9989019283827878,0.8203872512347827,1.632652958498197
6.65,0.035675150222430965,-1.007376141791209,0.8212542331899129,-6.433421380474407,0.03566758331284998,0.999363709317394,0.7676685022134434,1.6806673528778018
6.66,0.02675906355842526,-0.7739635119987317,0.7557046431165508,-6.678086934293497,0.026755870212740812,0.999641997621728,0.7125575402271962,1.7274304760997705
6.67,0.0202310791367358,-0.5300328059003858,0.6876599451812038,-6.9324744075657305,0.020229699079785866,0.9997953586985395,0.6549603822026256,1.7725287926215278
6.68,0.016186158315014264,-0.2778427399941006,0.6170240353094258,-7.196121626157743,0.016185451551027092,0.9998690069994616,0.5947959691859374,1.8154729972314008
6.69,0.014689110221476861,-0.02128603447106725,0.543714114271067,-7.466665501236084,0.014688581982390519,0.9998921169602981,0.5320066482076587,1.8556853270040266
6.7,0.015754252090968656,0.23327797323884308,0.46768517289384787,-7.738696761776828,0.015753600407458934,0.9998759043372343,0.46657484781122066,1.8924901563460828
6.71,0.019316016314178147,0.47608270730147506,0.38896713545446543,-8.002419229620147,0.0193148151749849,0.9998134515572173,0.39854772189800514,1.9251147011286251
6.72,0.025191100569293638,0.6933033089229743,0.30771450644713105,-8.24261950551347,0.025188436310580282,0.9996827210051337,0.3280697256811166,1.9527110125837424
6.73,0.03303878935739112,0.8675082027273564,0.22426050370529843,-8.439022994419222,0.033032779039791134,0.9994542688432064,0.25541822360357647,1.9744130956898418
6.74,0.04233559664859748,0.980207794182435,0.13915486882681283,-8.569392782073628,0.04232295141418427,0.9991039824680875,0.1810291539173523,1.9894375572736427
6.75,0.05238738022830498,1.016682415518796,0.053154687990954755,-8.615685297807515,0.05236342120017079,0.9986280949984401,0.10549308199966917,1.9972157171645324
6.76,0.06239429988223691,0.9712331300267444,-0.03285283389595646,-8.570859916046842,0.062353823754248645,0.9980541070819878,0.029506899264259367,1.9975145012705464
6.7700000000000005,0.07155633039104649,0.8495203625820953,-0.1179803575544263,-8.441927524868033,0.07149528094258684,0.9974409380023163,-0.046211565097854554,1.9904893247364228
6.78,0.07917873996679275,0.6662202892682323,-0.2014702811386122,-8.246882092159987,0.07909603370882516,0.9968670008840359,-0.12101405523670276,1.9766404197428111
6.79,0.08473699280750228,0.43977578732419753,-0.2827717116650549,-8.007884168314202,0.08463562221820818,0.9964119687417131,-0.1943827299697128,1.9566977382615667
6.8,0.08788886709876535,0.18757625711915576,-0.36154940192961327,-7.745111775736394,0.08777576188813073,0.9961402590122328,-0.26594812830845677,1.9314901451533455
6.8100000000000005,0.08844918857929714,-0.07658307711238349,-0.4376457978699875,-7.473672746367101,0.08833390686462535,0.9960909199957761,-0.3354744115414467,1.9018428226986175
6.82,0.08635030411442877,-0.34294850668736576,-0.5110268640631942,-7.203257384373155,0.08624303407275188,0.9962741284776626,-0.4028301452447307,1.8685168844076214
6.83,0.08160440374964609,-0.6051565105369663,-0.5817324594966401,-6.939173330031014,0.08151386282366077,0.9966722079839316,-0.4679583884810573,1.8321841738145381
6.84,0.07427428873670529,-0.8592952316935276,-0.6498392466162503,-6.683688080245815,0.07420601644820736,0.9972429328518144,-0.5308524083045105,1.7934240068769132
6.8500000000000005,0.06445316622537499,-1.103074925843361,-0.7154362699929702,-6.43717492511888,0.06440855015549628,0.9979236136432823,-0.5915382286619048,1.7527307567991188
6.86,0.05225166171946817,-1.335218390669009,-0.7786104000865011,-6.198937424450672,0.052227888402396755,0.9986351924867393,-0.6500629667130967,1.7105253208219682
6.87,0.03778987141225836,-1.555055338630885,-0.8394385426883576,-5.967749705726337,0.037780877596601176,0.9992860477801292,-0.7064873731416011,1.6671668537201536
6.88,0.02119266363061087,-1.7622692750393392,-0.8979841528331086,-5.742189952200124,0.021191077292959944,0.9997754439088629,-0.7608811709110803,1.6229632154425138
6.890000000000001,0.002586959736998278,-1.9567474225602262,-0.9542963479021062,-5.5208368425934555,0.002586956851521306,0.9999966538215257,-0.8133201459242874,1.5781796695181007
6.9,-0.01789983837525646,-2.1384963048556815,-1.0084105192100683,-5.302379707856244,-0.01789888252662901,0.9998398021704766,-0.8638842753624845,1.533045874067978
6.91,-0.04014079435022512,-2.3075974555383687,-1.0603497592420876,-5.085675909996414,-0.040130015519576304,0.9991944664850775,-0.912656432031617,1.487761404057256
6.92,-0.06401006921190447,-2.4641866834889137,-1.1101266901333797,-4.869776417210649,-0.0639663668742633,0.9979520549149178,-0.9597213795928685,1.442500091902476
6.93,-0.08938341818191094,-2.608446441548286,-1.1577454444333712,-4.65393231031922,-0.08926444580536508,0.9960079611705225,-1.0051648921172194,1.3974134574529555
6.94,-0.11613864850396524,-2.7406048236971112,-1.2032036487899265,-4.437589826419299,-0.11587774124854441,0.9932634842191348,-1.0490729092868465,1.3526334584100308
6.95,-0.1441560831945868,-2.8609372510429276,-1.2464943204972319,-4.220378464572805,-0.14365731769319473,0.9896274930867657,-1.0915306887661045,1.308274746975573
6.96,-0.17331904489201258,-2.969768515202551,-1.2876076222725092,-4.002094878078936,-0.1724526112867867,0.9850178155040489,-1.1326219486613804,1.2644365757289733
6.97,-0.20351435616756566,-3.0674738726992348,-1.3265324422517384,-3.7826842519986763,-0.20211239987628485,0.9793623322428981,-1.1724280114504395,1.2212044582992871
6.98,-0.2346328431337404,-3.1544785426181887,-1.3632577800418038,-3.5622202934046143,-0.232485904508381,0.9725997656821227,-1.21102697018979,1.178651659085441
6.99,-0.26656982498648,-3.2312553848244567,-1.397773929218191,-3.3408846486523696,-0.26342397113136307,0.9646801601740251,-1.2484929008982162,1.1368405609867158
7.0,-0.29922557135548283,-3.2983208079233255,-1.4300734538496234,-3.1189463881940784,-0.2947802781753608,0.9555650619391947,-1.2848951437381637,1.095823940415933
7.01,-0.33250571073810625,-3.356229123662736,-1.4601519624769013,-2.896742095237632,-0.3264125171076502,0.9452274163794911,-1.3202976715013428,1.0556461642252526
7.0200000000000005,-0.3663215759794933,-3.405565658046941,-1.4880086879510104,-2.6746570203934263,-0.3581834979249983,0.9336512099356016,-1.3547585581752426,1.0163443129564813
7.03,-0.40059047610043724,-3.4469389689581664,-1.513646885830253,-2.453107699665566,-0.38996213889335807,0.9208308912225509,-1.3883295540078036,0.9779492283630922
7.04,-0.43523588729844687,-3.4809725195665124,-1.5370740676885837,-2.232526368638739,-0.4216243087647536,0.9067706117087406,-1.4210557672665454,0.9404864797382188
7.05,-0.4701875593112938,-3.5082961268707784,-1.55830208868511,-2.0133474393192,-0.45305349934626415,0.8914833294740315,-1.4529754473686651,0.9039772425154623
7.0600000000000005,-0.5053815362859735,-3.529537453908738,-1.5773471110753146,-1.7959962395282314,-0.4841413159205013,0.8749898206372262,-1.4841198596098863,0.8684390832087627
7.07,-0.5407600936673965,-3.545313749604606,-1.594229467023247,-1.5808801515922832,-0.5147877820084439,0.8573176421227006,-1.5145132385412354,0.833886646405458
7.08,-0.576271594303053,-3.5562239677920453,-1.6089734451551045,-1.3683822313839187,-0.544901462869652,0.8385000869186081,-1.5441728051940404,0.8003322416923611
7.09,-0.6118702678988285,-3.5628413215072303,-1.62160702587166,-1.1588573441584833,-0.5743994186660758,0.8185751693253798,-1.5731088327933018,0.7677863306533528
7.1000000000000005,-0.6475159181472182,-3.5657062541013955,-1.632161590634494,-0.9526308226366795,-0.6032070032529403,0.797584673389984,-1.6013247462283695,0.7362579161168725
7.11,-0.6831735613078742,-3.565319738288251,-1.6406716304013886,-0.7499996363617805,-0.6312575281314616,0.7755732932336936,-1.628817242249978,0.7057548374516877
7.12,-0.7188129988074144,-3.5621367508271566,-1.6471744782517557,-0.5512360584239838,-0.6584918133567902,0.7525878897126144,-1.6555764200355179,0.676283976809494
7.13,-0.754408324626459,-3.5565597173778487,-1.6517100911323301,-0.3565938224651528,-0.684857648392406,0.7286768841114857,-1.6815859153604302,0.6478513817813488
7.140000000000001,-0.7899373659802545,-3.548931683611899,-1.6543209056313644,-0.16631677222592323,-0.7103091863628732,0.7038898065524981,-1.7068230361536516,0.6204623100350922
7.15,-0.8253810532542268,-3.5395289518850084,-1.6550517927261492,0.019349994217450678,-0.7348062952515009,0.6782770145440313,-1.7312589028003362,0.5941212012621991
7.16,-0.8607227125951447,-3.5285529387119046,-1.653950136363089,0.20014651143566872,-0.7583138897143258,0.6518895954579497,-1.7548586033609292,0.5688315813773742
